id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18674,Huge flat for 8 people close to Sagrada Familia,71615,Mireia  Maria,Eixample,la Sagrada Família,41.40556,2.17262,Entire home/apt,257,1,41,2024-05-02,0.30,27,177,5,HUTB-002062
23197,"Forum CCIB DeLuxe, Spacious, Large Balcony, relax",90417,Etain (Marnie),Sant Martí,el Besòs i el Maresme,41.41243172529066,2.219750335269476,Entire home/apt,249,3,78,2024-05-20,0.48,1,178,7,HUTB005057
32711,Sagrada Familia area - Còrsega 1,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40566,2.17015,Entire home/apt,240,1,121,2024-06-05,0.77,2,204,30,HUTB-001722
34241,Stylish Top Floor Apartment - Ramblas Plaza Real,73163,Andres,Ciutat Vella,el Barri Gòtic,41.38062,2.17517,Entire home/apt,229,5,13,2024-05-06,0.08,3,70,5,Exempt
34981,VIDRE HOME PLAZA REAL on LAS RAMBLAS,73163,Andres,Ciutat Vella,el Barri Gòtic,41.37978,2.17623,Entire home/apt,450,5,234,2024-06-03,1.40,3,222,29,HUTB-150671
36763,In front of the beach,158596,Ester,Ciutat Vella,la Barceloneta,41.38043,2.19094,Private room,,31,109,2023-12-13,0.70,1,6,4,
40983,Soho Colonial Eclectic Apartment,177617,Joaquin,Eixample,la Dreta de l'Eixample,41.39631,2.16832,Entire home/apt,175,2,319,2024-06-02,2.02,7,121,50,HUTB-001282
41952,Modern Apartment - Sagrada Familia,183340,Teresa,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40568,2.16943,Entire home/apt,177,3,85,2024-05-26,0.58,3,297,17,HUTB-003549
49968,Sagrada Familia area - Còrsega 2,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4057,2.17016,Entire home/apt,240,1,108,2024-06-07,0.69,2,183,31,HUTB-001723
58512,Stylish & cozy 3BR near Sagrada Familia,280070,Cristina,Sant Martí,el Camp de l'Arpa del Clot,41.41129,2.18193,Entire home/apt,145,10,383,2024-06-07,2.38,1,19,3,HUTB-009592
68547,Spacious 2 bedroom flat special offer 40% OFF,340570,Audun,Ciutat Vella,el Barri Gòtic,41.3806,2.17796,Entire home/apt,150,31,92,2021-08-10,0.57,2,326,0,
71520,Charming apartment with fantastic views!,366428,Ariadna,Gràcia,Vallcarca i els Penitents,41.41841,2.13307,Entire home/apt,350,5,1,2011-06-23,0.01,1,337,0,HUTB-007966
71553,Best deals for penthouse near Sagrada Familia!,366654,Watermelon Barcelona Apartments,Eixample,la Dreta de l'Eixample,41.39705,2.17469,Entire home/apt,186,3,82,2024-04-21,0.51,3,111,5,HUTB-002424
71736,Long term entire months more than 32 nitghts,368317,Nacharosa,Ciutat Vella,el Raval,41.38174,2.16663,Entire home/apt,70,28,10,2024-05-31,0.06,6,318,1,
72436,Lugaris Beach Business Apartment,375625,Xavier,Sant Martí,el Poblenou,41.39909,2.20733,Entire home/apt,371,1,822,2024-06-07,6.87,6,190,120,HUTB-000173
72793,Long  Term Colorist apartment minimon 32 nights,368317,Nacharosa,Ciutat Vella,el Raval,41.38104,2.16565,Entire home/apt,70,28,1,2014-08-27,0.01,6,347,0,
72794,LONG TERM FANTASTIC APARTMENT MINIMUM 32 NIGHTS,368317,Nacharosa,Ciutat Vella,el Raval,41.38214,2.16568,Entire home/apt,70,28,7,2014-08-23,0.05,6,349,0,
75003,130. Hércules Pequeño 41,396363,Alcam Apartments,Eixample,la Sagrada Família,41.40399,2.17802,Entire home/apt,94,1,46,2023-12-22,0.29,66,365,12,HUTB-001363
75411,Sagrada Familia Clot Patio - Wifi/Private/Clean,400154,Mireia,Sant Martí,el Clot,41.40682,2.18649,Entire home/apt,182,3,98,2024-06-12,0.65,9,81,23,HUTB-000083
80004,Parc Montjuic HUTB-004026 58,431839,Xavier,Sants-Montjuïc,el Poble Sec,41.37371,2.16706,Entire home/apt,,5,184,2024-06-08,1.16,1,15,20,HUTB-004026
83283,★PLAZA ©ATALUÑA ®oom x2 + private bath®oom+wifi,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.38237,2.16146,Private room,93,3,126,2024-05-28,0.79,1,43,14,
89756,"bcn-rentals ramblas 9, right in the city centre",488117,David Y Maria,Ciutat Vella,el Raval,41.37861,2.16737,Entire home/apt,370,6,25,2024-05-10,0.18,6,257,3,HUTB-013579
89776,Modernist aparment in the heart of the city,3556337,Alejandro,Eixample,la Dreta de l'Eixample,41.39224,2.17806,Entire home/apt,194,1,375,2024-06-14,2.44,61,307,41,HUTB-002215
95719,Lovely room  in the heart of Barcelona with A/C,509260,Dalila,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38496,2.17982,Private room,90,31,256,2022-10-06,1.60,2,365,0,
97529,Furnished one bedroom apartment with bathroom,497450,Francesc,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.408790588378906,2.1660659313201904,Entire home/apt,47,120,67,2022-10-31,0.44,1,0,0,
110041,002. Alió 2 Apartment,396363,Alcam Apartments,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40271,2.16646,Entire home/apt,94,1,61,2024-05-16,0.42,66,159,22,HUTB-003671
112538,✨Design Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,588,2,125,2024-05-05,0.79,19,104,13,HUTB-000333
117010,✨Spacious Flat near Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40647,2.17457,Entire home/apt,516,2,52,2024-05-12,0.33,19,72,8,HUTB000331
118228,✨Bright apt views Sagrada Familia / Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,534,2,60,2024-05-28,0.39,19,104,12,HUTB-000328
128463,Private Suite in residential area!!,635253,Sebastian,Sants-Montjuïc,Sants,41.37155,2.13664,Entire home/apt,117,3,423,2024-06-09,2.72,1,277,46,HUTB-012603
135513,Apartamento Poble Nou y Playa,664196,Teresa,Sant Martí,el Poblenou,41.39787,2.20429,Entire home/apt,196,2,133,2024-05-19,0.86,1,262,6,HUTb-005204
136661,Beautiful house near beach long term > 31 days,668991,Andreas,Sant Martí,la Vila Olímpica del Poblenou,41.39047,2.19698,Entire home/apt,250,31,4,2015-08-29,0.04,1,169,0,Exempt
136670,"double Room -UPC, ESADE, Barça, Real Club Tennis",610674,Maria,Les Corts,Pedralbes,41.38832,2.12201,Private room,45,32,135,2024-05-26,0.87,3,208,6,
138055,🌞Apt best views of Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,483,2,125,2024-06-02,0.80,19,77,13,HUTB000329
147275,1 Room INDIVIDUAL in Barcelona,711907,Antuan,Horta-Guinardó,el Guinardó,41.42337,2.1749,Private room,18,31,131,2023-12-01,1.18,1,252,3,Exempt
153376,Single room. central and quite,737399,Omar,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38615,2.17636,Private room,60,30,22,2022-09-26,0.36,1,34,0,
154437,Charming room  Diagonal wifi 100 Mb,474355,Annais,Eixample,l'Antiga Esquerra de l'Eixample,41.39202,2.15101,Private room,,31,95,2023-03-13,0.61,1,0,0,Exempt
162091,✨Cosy Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.4064,2.17449,Entire home/apt,490,2,68,2023-11-12,0.46,19,83,8,HUTB000326
163536,Cosy design apartment trendy Born 5 bed 2bathroom,713364,Horacio,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38651,2.18271,Entire home/apt,314,32,28,2023-09-03,0.19,1,328,1,
171646,Sagrada Familia Clot Atico - Wifi/Private/Clean,400154,Mireia,Sant Martí,el Clot,41.40671,2.18592,Entire home/apt,160,3,108,2024-06-11,0.80,9,85,33,HUTB-004663
171816,Sagrada Familia Clot Vista - Wifi/Private/Clean,400154,Mireia,Sant Martí,el Clot,41.40681,2.18553,Entire home/apt,160,3,58,2024-05-04,0.82,9,85,19,HUTB-004664
174382,🌟Central Flat near Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.17455,Entire home/apt,433,2,29,2024-05-27,0.27,19,53,11,HUTB000327
188267,"LAST Minute Promotion ,Balconies  and views, city",366654,Watermelon Barcelona Apartments,Eixample,la Dreta de l'Eixample,41.39258,2.17692,Entire home/apt,411,2,120,2024-05-14,0.78,3,162,15,hutb-005119
190348,Apartment with large terrace,919480,Elisa,Les Corts,Pedralbes,41.38893,2.12443,Private room,,7,1,2016-06-09,0.01,1,0,0,
196021,"Large patio, 4 baths (3 en-suite), 19th c, central",953719,Julia,Eixample,l'Antiga Esquerra de l'Eixample,41.38842,2.16108,Entire home/apt,671,2,417,2024-06-09,2.69,2,225,54,HUTB-506707
196196,✨Large Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.4066,2.17459,Entire home/apt,483,2,147,2024-06-06,0.95,19,85,29,HUTB-000325
198958,STUNNING sea view + pool Barcelona!,971768,Akira Flats,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40805,2.21487,Entire home/apt,431,2,116,2024-05-30,0.78,10,94,23,HUTB-000926
206122,Amazing Loft in BCN Center,1013855,Alejandro,Gràcia,la Vila de Gràcia,41.39877,2.15887,Entire home/apt,198,4,264,2024-05-22,1.73,2,204,42,HUTB-004315
206167,"Bright, comfy, central and with character",1014050,Minerva,Sants-Montjuïc,el Poble Sec,41.3724,2.1648,Entire home/apt,155,3,151,2024-06-11,0.98,1,174,24,HUTB-009804
209673,Sweet Apartment in Gràcia district!,1033366,Elena,Gràcia,la Vila de Gràcia,41.398,2.1553,Entire home/apt,105,2,356,2024-06-03,2.55,1,212,32,HUTB-010932
223096,"2BR Apartment, loft style with patio",874133,Barbara,Sants-Montjuïc,Sants,41.37364,2.13906,Entire home/apt,,31,61,2023-10-02,0.40,1,17,5,Exempt
234375,ATTIC VIEWS  (Sagrada Familia),1227290,Francesca,Eixample,el Fort Pienc,41.39970016479492,2.1748878955841064,Entire home/apt,246,10,100,2024-05-27,1.17,1,292,22,HUTB-003754
238703,☆Comfy central Flat Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,478,2,95,2024-05-27,0.78,19,59,10,HUTB000330
239821,"APARTAMENT BCN MIRALL, in the best neighborhood",1257705,José Luis,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39653,2.1442,Entire home/apt,225,2,54,2024-05-11,0.48,5,75,12,HUTB-005673
241614,Bohemian Apartment With A Tune In Ramblas Area,1184485,Nacho,Ciutat Vella,el Barri Gòtic,41.37918,2.17733,Entire home/apt,249,7,46,2024-06-01,0.30,1,98,19,
252232,Nice apartment in Barcelona,1298586,Kristjan & Ana,Sant Martí,Sant Martí de Provençals,41.41626,2.20149,Entire home/apt,257,2,136,2024-06-08,0.91,7,173,4,HUTB-009465
253030,Double room with private bath and parking,1008598,Dana,Sant Andreu,Navas,41.41508,2.18857,Private room,,3,2,2023-05-31,0.15,1,0,0,
255195,Lightly apartment with balcony to Las Ramblas,1310304,Luis,Ciutat Vella,el Raval,41.3817,2.17195,Entire home/apt,43,32,26,2024-04-01,0.17,42,312,2,
256354,room in cosy flat....,1348378,Lidia,Gràcia,Vallcarca i els Penitents,41.413368225097656,2.1388769149780273,Private room,28,31,71,2024-02-29,0.48,2,72,3,
256677,Barcelona Center!The Gothic Area,1350468,Petrutz,Ciutat Vella,el Barri Gòtic,41.3801,2.17693,Private room,73,31,246,2024-06-14,1.67,1,175,41,
256982,Centric spacious nostalgic Room,1352184,Jasmin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38333,2.18095,Private room,86,31,137,2024-06-07,0.93,1,327,9,
265491,Beach room amazing view in center,1392322,Kitty,Ciutat Vella,la Barceloneta,41.37722,2.18944,Private room,95,31,163,2024-06-12,1.12,1,59,3,
267816,Luxury Motor Yacht in Barcelona Port Forum,1404293,Sergio,Ciutat Vella,el Barri Gòtic,41.37781,2.18445,Entire home/apt,,2,35,2023-10-25,0.24,1,357,2,Exempt
268017,Sweet Inn | Charming 3BR near Casa Mila,1405013,Midtown,Eixample,la Dreta de l'Eixample,41.39268,2.17214,Entire home/apt,612,2,70,2024-05-16,0.47,11,279,31,HUTB-004071
268022,Sweet Inn | Luminous 3BR near Plaza Catalunya,1405013,Midtown,Eixample,la Dreta de l'Eixample,41.39184,2.17146,Entire home/apt,499,2,121,2024-05-29,1.33,11,249,43,HUTB-004072
269467,Sunny and quiet Loft next to Sagrada Familia,1411775,Jeremies,Eixample,la Sagrada Família,41.40181,2.1761,Entire home/apt,176,7,90,2024-05-22,1.15,3,257,17,HUTB-001129
270197,*monthly stays* 4 Bedroom Apartment near Rambla,1414702,Ferran,Ciutat Vella,el Raval,41.37936,2.17376,Entire home/apt,74,32,2,2016-08-13,0.02,27,0,0,N/A SOLO ESTANCIAS MENSUALES
272282,"CHARMING, VERY SPACIOUS & BEST LOCATED",1425070,Mar,Eixample,l'Antiga Esquerra de l'Eixample,41.38347,2.15802,Entire home/apt,,4,414,2024-03-18,2.84,1,0,32,HUTB003208
273229,Confortable and very well located,1429552,Marta,Eixample,Sant Antoni,41.3778,2.1582,Entire home/apt,126,7,174,2024-06-05,1.18,1,68,14,HUTB-004121
273932,Oriental Design apartment,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3895,2.15769,Entire home/apt,281,3,295,2024-06-02,1.96,41,154,46,HUTB-004184
274221,mr1 Gothic Happy Guests & Hammock City Center,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.37938,2.18111,Entire home/apt,393,1,13,2015-05-16,0.09,207,365,0,
275336,Noname - Charming 3BR+Terrace just off Gran Via,1435464,Jaume,Eixample,la Nova Esquerra de l'Eixample,41.38306672940918,2.1551754500947617,Entire home/apt,193,1,138,2024-04-13,0.96,13,113,16,HUTB-012040
275346,Sunny terrace penthouse by Camp Nou Free Nespresso,1435464,Jaume,Sarrià-Sant Gervasi,Sarrià,41.39175721131073,2.125056260360505,Entire home/apt,386,1,83,2024-05-17,0.57,13,141,11,HUTB-012910
276527,Nice rustic apartament - Parc Güell  PARKING FREE,1444707,Jesus,Gràcia,el Coll,41.42042,2.148,Entire home/apt,160,3,593,2024-06-02,3.94,2,241,69,HUTB - 004405
283231,FANTASTIC20m2TerraceVIEW-@800m BEACH/BORN/GOTIC,1475411,Francesco,Sant Martí,el Parc i la Llacuna del Poblenou,41.39086,2.18803,Entire home/apt,150,7,323,2024-06-08,2.15,1,186,24,HUTB-005731
288034,pb5 NICE BARCELONA QUIET & WITH TERRACE NICE FLAT,1447144,Acomodis Apartments,Eixample,la Nova Esquerra de l'Eixample,41.38839,2.15019,Entire home/apt,140,30,19,2019-10-31,0.13,207,365,0,
288781,Private terrace in Old town,1411775,Jeremies,Ciutat Vella,el Raval,41.37783,2.16624,Entire home/apt,105,32,0,,,3,364,0,
290535,"vig1 Happy great location in El Born, old town!",1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38493,2.1809,Entire home/apt,380,31,8,2024-04-22,0.05,207,342,2,
291160,ica BEACH AREA - GREAT LOCATION - VILA OLÍMPICA!!!,1447144,Acomodis Apartments,Sant Martí,la Vila Olímpica del Poblenou,41.39383,2.19813,Entire home/apt,320,31,8,2013-10-26,0.05,207,365,0,
295200,Amazing penthouse with private terrace,612665,Oscar,Gràcia,la Vila de Gràcia,41.40697,2.16106,Entire home/apt,201,3,260,2024-05-21,1.72,4,124,31,HUTB-012627
315769,Casa Tortilla Sagrada Familia,1994100,Marcello,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40466,2.17147,Entire home/apt,142,3,61,2024-06-04,0.41,3,223,22,HUTB-011450
320506,The Loft Barcelona,1642180,The Loft,Sants-Montjuïc,el Poble Sec,41.37195,2.16936,Entire home/apt,139,4,71,2024-02-25,0.47,1,155,7,hutb-004655
323854,Casa Sagrada Familia Bcn Doubleroom,1657312,Alberto,Eixample,la Sagrada Família,41.40843,2.17494,Private room,,1,21,2014-07-29,0.14,1,0,0,
330723,SUNNY ROOM WITH BALCONY,1687383,Morpheus Stays X JuanMi,Ciutat Vella,el Raval,41.37571,2.17118,Private room,21,31,54,2024-05-17,0.37,2,232,2,
330745,Hi-Tech BEACHFRONT Apt w/ sea view!,768692,Robert,Sant Martí,la Vila Olímpica del Poblenou,41.38777,2.19601,Entire home/apt,220,31,17,2015-06-22,0.11,1,147,0,
330766,Urquinaona tranquilo y céntrico,1687524,Virginia,Eixample,la Dreta de l'Eixample,41.39076,2.17503,Entire home/apt,160,6,268,2024-06-10,1.81,2,41,47,HUTB-003905
330957,Central 3 bedroom beautiful APT,893805,Phil And Fiona,Eixample,la Dreta de l'Eixample,41.39782414629114,2.170576755958843,Entire home/apt,251,2,615,2024-06-04,4.11,13,313,71,HUTB-010749
331026,Small basic room in a nice shared  apt,440881,Lee,Eixample,Sant Antoni,41.37793,2.15978,Private room,41,3,282,2024-06-06,1.90,1,248,48,
333190,Super location! by months,1697782,Joel,Eixample,el Fort Pienc,41.40131,2.18191,Private room,63,3,281,2024-06-01,1.92,2,21,46,Exempt
335861,Modern Flat,1221038,Mar,Sant Martí,el Poblenou,41.40349,2.20414,Entire home/apt,193,1,114,2024-06-13,0.78,3,293,16,HUTB-007075
337755,SEALONA VILA OLIMPICA BEACH,1716315,Marc,Sant Martí,la Vila Olímpica del Poblenou,41.39253234863281,2.19325590133667,Entire home/apt,249,1,65,2024-05-28,0.53,12,134,18,HUTB-002887
339310,Beachfront / Sea View/ WIFI / AirCon,829041,Myra,Ciutat Vella,la Barceloneta,41.37732,2.19049,Entire home/apt,120,31,78,2018-09-12,0.53,1,92,0,Only seasonal rental (32 nights min) according to Spanish law (LAU/Ley de Arrendamientos Urbanos)
343858,Céntrico Apartamento de 2 habitaciones en Gracia.,1744516,Silvia & Luís,Gràcia,la Vila de Gràcia,41.40172,2.16322,Entire home/apt,219,6,3,2015-07-11,0.02,37,112,0,HUTB-007443
343861,Apartamento 1 habitación y balcón  en Gracia,1744516,Silvia & Luís,Eixample,la Dreta de l'Eixample,41.39993,2.16536,Entire home/apt,193,3,37,2024-04-06,0.34,37,130,4,HUTB-007447
343864,3 BD APT IN THE HEART OF GRACIA VIRREINA,1744516,Silvia & Luís,Gràcia,la Vila de Gràcia,41.40735,2.15885,Entire home/apt,238,3,38,2024-05-06,0.31,37,79,10,HUTB-009898
343866,COSY 3BD  APARTMENT + 2 BATH IN GRACIA VIRREINA,1744516,Silvia & Luís,Gràcia,la Vila de Gràcia,41.40399,2.15565,Entire home/apt,236,3,110,2024-05-30,0.81,37,43,32,HUTB-008572
343972,Magic Fountain B&B WI-FI DOBLE ROOM,1744964,Patricia,Sants-Montjuïc,la Font de la Guatlla,41.37184,2.14799,Private room,,2,7,2015-07-06,0.05,1,0,0,
345129,Charming apartment by  Barcelona sailing harbour,1238225,Lucia,Ciutat Vella,el Barri Gòtic,41.38512,2.17129,Private room,70,31,32,2013-10-15,0.22,1,87,0,
346018,Room in a flat with Barcelona best view!,1753990,Filippo,Sant Martí,el Parc i la Llacuna del Poblenou,41.3922,2.18805,Private room,200,7,17,2019-10-09,0.12,1,358,0,Exempt
347824,"bmes Ideal Happy Location Beach Area, Old Town",1447144,Acomodis Apartments,Ciutat Vella,la Barceloneta,41.3764,2.19102,Entire home/apt,,2,3,2024-02-19,0.02,207,361,1,
351395,Garden House - 3BR Apt with amazing Terrrace,1435464,Jaume,Eixample,el Fort Pienc,41.39271,2.17974,Entire home/apt,239,1,89,2024-03-20,0.67,13,179,11,HUTB-009578
352772,"Charming penthouse, city center, private car park.",1786501,Fidel,Eixample,la Nova Esquerra de l'Eixample,41.38184,2.15119,Entire home/apt,133,2,233,2024-06-12,1.86,1,253,44,HUTB-005271
353640,Great Apartment in Heart of Born,1791076,Marta,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38422,2.18412,Entire home/apt,176,1,192,2024-06-01,1.55,1,189,12,HUTB-002534
357576,"Vintage Home ""El patio de Gracia""",1809535,Silvia,Gràcia,la Vila de Gràcia,41.40508,2.15491,Entire home/apt,223,3,434,2024-06-13,2.98,1,226,79,HUTB-001176
359841,"BacRou, design loft near the sea",1820272,Rosa,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40502,2.20802,Entire home/apt,159,2,491,2024-05-30,3.36,5,178,64,HUTB-003912
360863,SPECIAL OFFER @ COSY AND CHARMING,1824328,Umberto,Ciutat Vella,la Barceloneta,41.38428,2.19576,Private room,,31,32,2015-10-21,0.22,2,0,0,
363601,stylish flat in barcelona center,1837053,Ayal,Ciutat Vella,el Raval,41.37961,2.17306,Entire home/apt,60,32,25,2018-08-23,0.18,1,272,0,
364030,Beatiful Terrace in Bcn center  HUTB-OO1094,1839136,Mires,Eixample,Sant Antoni,41.375553476091895,2.1625359295673867,Entire home/apt,192,2,413,2024-05-24,2.77,1,282,52,HUTB-001094
365911,"Low-priced,Super Reviewed Apartment",1260560,Ralph,Eixample,la Nova Esquerra de l'Eixample,41.37911,2.15356,Entire home/apt,283,1,137,2024-05-21,0.95,3,320,16,HUTB-004112
370665,"vig2 Right in El Born, old town, happy apartment!",1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38545,2.18117,Entire home/apt,380,31,3,2024-03-20,0.12,207,365,1,
373667,"mp2 An excellent apartment in El Born, old town",1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.38148,2.18123,Entire home/apt,253,1,4,2024-02-29,0.03,207,354,1,
377161,Rustic apartment Parc Guell II,1444707,Jesus,Gràcia,el Coll,41.41892,2.14871,Entire home/apt,160,3,606,2024-06-10,4.10,2,257,70,HUTB - 004404
384063,nap2 Happy & Quiet 3 bedroom & 2 bathrooms flat!,1447144,Acomodis Apartments,Eixample,la Dreta de l'Eixample,41.39639,2.17641,Entire home/apt,536,1,9,2024-05-19,0.06,207,365,1,HUTB-02-2012-0109
384155,Barcelona Center Beach Top Design,1751133,The Punset Family,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38416,2.18257,Entire home/apt,234,32,73,2023-12-02,0.50,1,363,2,
384464,Paseo de Gracia / Plaza Catalunya,674212,Juanmi,Eixample,la Dreta de l'Eixample,41.38992,2.16974,Entire home/apt,800,3,229,2024-05-14,1.55,5,324,47,HUTB-011183
385049,MIRADOR 3 Bedroom Apartment Port Vell,3775349,Caterina,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38203,2.18362,Entire home/apt,627,2,273,2024-04-26,1.83,51,89,11,HUTB-000828
393717,Cosy apartment near Las Ramblas,1968590,Manel,Ciutat Vella,el Raval,41.3795,2.16568,Entire home/apt,152,3,441,2024-05-30,3.02,1,249,62,HUTB-002975
399772,Rocafort nice & bright 3 stops away Pza Cataluña,1995385,Ana,Eixample,la Nova Esquerra de l'Eixample,41.38268,2.15044,Entire home/apt,179,2,151,2024-06-08,1.02,3,113,46,HUTB-001948
402369,ob41 Great 2 bedr flat close to Las Ramblas center,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.38035,2.17821,Entire home/apt,419,2,11,2015-08-17,0.07,207,362,0,
408599,A charming 3 bedroom apartment with balcony,2034854,Roger,Sants-Montjuïc,el Poble Sec,41.37374,2.15852,Entire home/apt,227,1,566,2024-06-05,3.82,1,292,68,HUTB-006818
417239,Sunny apparment with terrace in Gracia,2074943,Kris,Gràcia,la Vila de Gràcia,41.40413,2.15692,Entire home/apt,110,31,109,2024-04-15,0.81,1,72,5,Exempt
424137,Spacious apartment by Las Ramblas,2108468,Pau,Ciutat Vella,el Barri Gòtic,41.37973,2.17458,Entire home/apt,421,1,186,2024-05-28,1.53,8,165,46,HUTB-000945
424294,pdf3 TRENDY 1 BEDR. FLAT IN EL BORN,1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3884,2.17936,Entire home/apt,250,2,3,2012-09-28,0.02,207,363,0,
425639,House with garden,2116153,Victor/Paula,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40864,2.14557,Entire home/apt,612,2,94,2023-08-02,0.77,1,265,6,HUTB-007016
432482,PENTHOUSE with private terrace PANORAMIC VIEW,898600,Andre,Eixample,la Dreta de l'Eixample,41.39144,2.16128,Entire home/apt,314,1,420,2024-06-11,2.88,2,231,62,HUTB-005602
437886,Centric Apartment in Barcelona 2,2004002,Xabier,Eixample,la Dreta de l'Eixample,41.39202,2.17246,Private room,37,31,284,2024-05-31,1.93,2,60,6,
438102,Nice quiet room close to S. Familia,2176121,Rosa María,Eixample,el Fort Pienc,41.39829,2.1812,Private room,45,31,116,2019-11-30,0.79,2,349,0,
439057,"Paseo de Gracia - Diagonal, 120 m2",2181314,Javier,Gràcia,la Vila de Gràcia,41.40002,2.1579,Entire home/apt,145,2,380,2024-06-13,2.60,1,168,54,HUTB012497
443110,Mercedes Heritage - 2 Bedroom Apartment,2201772,Mercedes Heritage,Eixample,l'Antiga Esquerra de l'Eixample,41.3879153,2.1522402,Entire home/apt,368,1,49,2024-03-21,0.33,7,159,1,0168028-0
443222,2-bedroom Bright and Classic Sagrada Familia Flat,2202284,Johanna,Eixample,la Sagrada Família,41.40998,2.17553,Entire home/apt,192,4,190,2024-05-08,1.31,20,96,26,HUTB-002983
443909,"Barcelona Gotico, great  location, office space",2204578,Francesca,Ciutat Vella,el Barri Gòtic,41.37733,2.17651,Private room,35,31,361,2024-04-02,2.52,1,110,13,
449854,Center location. Magic terrace. 360º views,1267680,Victor,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38734,2.18018,Entire home/apt,150,4,231,2024-05-26,1.57,5,86,30,HUTB-002370
449999,Centre. Attic. Big terrace. Lift. Views. Quiet Sun,1267680,Victor,Eixample,la Dreta de l'Eixample,41.38946,2.17593,Entire home/apt,241,4,101,2024-06-03,0.69,5,307,19,HUTB-004205
451758,Loft luminoso y elegante. Centrico.,1267680,Victor,Ciutat Vella,el Raval,41.38139,2.16692,Entire home/apt,156,4,212,2024-06-08,1.45,5,104,36,HUTB-003091
456333,DOUBLE ROOM with WIFI,2268672,Bruna,Eixample,el Fort Pienc,41.39937,2.17599,Private room,,1,41,2017-11-01,0.28,1,0,0,
462062,Centro Histórico a 15 min. caminando,16569867,Lola,Eixample,la Nova Esquerra de l'Eixample,41.37850578093848,2.1517925726746037,Private room,,1,153,2023-10-26,1.28,2,0,8,
469157,Big Central Flat 2XenSuites special offer  50% OFF,340570,Audun,Ciutat Vella,el Barri Gòtic,41.38046,2.17822,Entire home/apt,209,31,36,2024-05-03,0.25,2,326,7,
469177,Cozy Spacius apartment in Paralel for 8,1432835,Angel,Sants-Montjuïc,el Poble Sec,41.37501,2.16009,Entire home/apt,341,3,309,2024-05-27,2.14,41,141,42,Hutb-002619
469710,Loft bohemio muy  cerca de Paseo de Gracia,1995385,Ana,Eixample,la Dreta de l'Eixample,41.396084,2.168906,Entire home/apt,165,2,157,2024-06-03,1.07,3,129,22,HUTB-000381
472062,close to Paseo de Gracia.,2337603,Rosa,Gràcia,la Vila de Gràcia,41.39822,2.16081,Entire home/apt,251,3,96,2024-06-01,0.94,4,97,29,HUTB-213958
473395,Walking distance to Paseo de Gracia,2337603,Rosa,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39871,2.15292,Entire home/apt,288,6,74,2024-03-01,0.66,4,144,11,HUTB-368708
